date,station_id,latitude,longitude,observed_precip,modeled_precip,obs_binary_precip,mod_binary_precip
2010-01-01,STN001,49.41274376439993,-113.03762482019269,4.895079159650797,4.68563208646036,1,1
2010-01-01,STN002,43.618489980893436,-108.5013580075425,0.0,0.12484977610731048,0,1
2010-01-01,STN003,44.250905574974226,-79.69114614959705,0.23572606403546253,0.4154526607142637,1,1
2010-01-01,STN004,43.6915730498995,-84.5146031946246,1.750434570514475,1.7678693004112387,1,1
2010-01-01,STN005,34.618544684408,-95.68631596963328,0.3599134884849386,0.4421484372953317,1,1
2010-01-01,STN006,40.9867876240864,-103.41028731879676,0.0,0.19343024123041042,0,1
2010-01-01,STN007,35.778026603155034,-97.29261630077912,0.0,0.0036707409174531035,0,0
2010-01-01,STN008,34.05486810905056,-94.2724984834806,0.0,0.05022278036363723,0,0
2010-01-01,STN009,31.98364250944881,-98.77615538456827,0.0,0.037816719558325655,0,0
2010-01-01,STN010,45.86736571643675,-71.9267681561182,0.0,0.02433492019525113,0,0
2010-01-02,STN001,49.41274376439993,-113.03762482019269,0.0,0.08254849021926955,0,0
2010-01-02,STN002,43.618489980893436,-108.5013580075425,0.4825269169997598,0.5480902850345155,1,1
2010-01-02,STN003,44.250905574974226,-79.69114614959705,0.0,0.04286342797937381,0,0
2010-01-02,STN004,43.6915730498995,-84.5146031946246,0.0,0.17970076308141236,0,1
2010-01-02,STN005,34.618544684408,-95.68631596963328,0.0,0.26676571401956806,0,1
2010-01-02,STN006,40.9867876240864,-103.41028731879676,2.419882045078523,2.2696203886176187,1,1
2010-01-02,STN007,35.778026603155034,-97.29261630077912,0.0,0.03719881733669467,0,0
2010-01-02,STN008,34.05486810905056,-94.2724984834806,0.012455749377154641,0.028754294901302928,0,0
2010-01-02,STN009,31.98364250944881,-98.77615538456827,0.9191301428038122,1.4174582412710925,1,1
2010-01-02,STN010,45.86736571643675,-71.9267681561182,0.0,0.076907641694379,0,0
2010-01-03,STN001,49.41274376439993,-113.03762482019269,0.0,0.0012274998155796066,0,0
2010-01-03,STN002,43.618489980893436,-108.5013580075425,0.0,0.04469124452860634,0,0
2010-01-03,STN003,44.250905574974226,-79.69114614959705,0.0,0.05368254060169328,0,0
2010-01-03,STN004,43.6915730498995,-84.5146031946246,3.869108996921746,3.5985352336320324,1,1
2010-01-03,STN005,34.618544684408,-95.68631596963328,0.0,0.006119216301521915,0,0
2010-01-03,STN006,40.9867876240864,-103.41028731879676,0.0,0.012061542703306666,0,0
2010-01-03,STN007,35.778026603155034,-97.29261630077912,0.0,0.10361744136875872,0,1
2010-01-03,STN008,34.05486810905056,-94.2724984834806,0.0,0.003924517032825199,0,0
2010-01-03,STN009,31.98364250944881,-98.77615538456827,0.0,0.27807913063611067,0,1
2010-01-03,STN010,45.86736571643675,-71.9267681561182,0.0,0.014519018828211475,0,0
2010-01-04,STN001,49.41274376439993,-113.03762482019269,0.9970039579754553,0.9419289434563448,1,1
2010-01-04,STN002,43.618489980893436,-108.5013580075425,0.0,0.05245077425628191,0,0
2010-01-04,STN003,44.250905574974226,-79.69114614959705,0.0,0.055505441983788095,0,0
2010-01-04,STN004,43.6915730498995,-84.5146031946246,0.34852076614215044,0.5387777220490525,1,1
2010-01-04,STN005,34.618544684408,-95.68631596963328,0.0,0.06905517510459437,0,0
2010-01-04,STN006,40.9867876240864,-103.41028731879676,0.1275702751017655,0.20714174004128505,1,1
2010-01-04,STN007,35.778026603155034,-97.29261630077912,0.0,0.023104179095638475,0,0
2010-01-04,STN008,34.05486810905056,-94.2724984834806,0.0,0.13322416271284457,0,1
2010-01-04,STN009,31.98364250944881,-98.77615538456827,0.0,0.14919263253417434,0,1
2010-01-04,STN010,45.86736571643675,-71.9267681561182,0.0,0.08166793596516149,0,0
2010-01-05,STN001,49.41274376439993,-113.03762482019269,0.0,0.00011572858045198346,0,0
2010-01-05,STN002,43.618489980893436,-108.5013580075425,0.0,0.017281802381041718,0,0
2010-01-05,STN003,44.250905574974226,-79.69114614959705,1.9707726440407152,2.22646925415812,1,1
2010-01-05,STN004,43.6915730498995,-84.5146031946246,0.0,0.059260859059257355,0,0
2010-01-05,STN005,34.618544684408,-95.68631596963328,0.0,0.21256466201520519,0,1
2010-01-05,STN006,40.9867876240864,-103.41028731879676,0.0,0.10907698708551922,0,1
2010-01-05,STN007,35.778026603155034,-97.29261630077912,0.1174494300472151,0.3791319283000199,1,1
2010-01-05,STN008,34.05486810905056,-94.2724984834806,0.0,0.02054149815119334,0,0
2010-01-05,STN009,31.98364250944881,-98.77615538456827,0.0,0.09557841861888766,0,0
2010-01-05,STN010,45.86736571643675,-71.9267681561182,0.0,0.01666997934032124,0,0
2010-01-06,STN001,49.41274376439993,-113.03762482019269,0.0,0.07433248126928763,0,0
2010-01-06,STN002,43.618489980893436,-108.5013580075425,0.0,0.22447039723170695,0,1
2010-01-06,STN003,44.250905574974226,-79.69114614959705,0.0,0.5518455544541272,0,1
2010-01-06,STN004,43.6915730498995,-84.5146031946246,0.0,0.09169079137674313,0,0
2010-01-06,STN005,34.618544684408,-95.68631596963328,0.0,0.12044454253433022,0,1
2010-01-06,STN006,40.9867876240864,-103.41028731879676,0.0,0.04626275623364707,0,0
2010-01-06,STN007,35.778026603155034,-97.29261630077912,0.0,0.16919183340254917,0,1
2010-01-06,STN008,34.05486810905056,-94.2724984834806,0.0,0.044458874320363946,0,0
2010-01-06,STN009,31.98364250944881,-98.77615538456827,0.0,0.0495710875736074,0,0
2010-01-06,STN010,45.86736571643675,-71.9267681561182,0.0,0.03200297300028399,0,0
2010-01-07,STN001,49.41274376439993,-113.03762482019269,0.0,0.023320410453377738,0,0
2010-01-07,STN002,43.618489980893436,-108.5013580075425,3.1061487222990825,2.9859997480092813,1,1
2010-01-07,STN003,44.250905574974226,-79.69114614959705,0.0,0.2453631752956135,0,1
2010-01-07,STN004,43.6915730498995,-84.5146031946246,0.0,0.0018535230512475003,0,0
2010-01-07,STN005,34.618544684408,-95.68631596963328,0.0,0.013606001544096228,0,0
2010-01-07,STN006,40.9867876240864,-103.41028731879676,0.0,0.19441809388218703,0,1
2010-01-07,STN007,35.778026603155034,-97.29261630077912,0.0,0.03134027111273018,0,0
2010-01-07,STN008,34.05486810905056,-94.2724984834806,1.3564078684873977,1.6120791102974847,1,1
2010-01-07,STN009,31.98364250944881,-98.77615538456827,0.0,0.05990178867893003,0,0
2010-01-07,STN010,45.86736571643675,-71.9267681561182,0.0,0.1572392881723225,0,1
2010-01-08,STN001,49.41274376439993,-113.03762482019269,0.0,0.057663441555301155,0,0
2010-01-08,STN002,43.618489980893436,-108.5013580075425,0.0,0.21829629170765072,0,1
2010-01-08,STN003,44.250905574974226,-79.69114614959705,0.0,0.016409167214934153,0,0
2010-01-08,STN004,43.6915730498995,-84.5146031946246,0.9816504173814571,0.9220711145066363,1,1
2010-01-08,STN005,34.618544684408,-95.68631596963328,1.2887639864581517,1.5150237509835782,1,1
2010-01-08,STN006,40.9867876240864,-103.41028731879676,0.0,0.12114987044001116,0,1
2010-01-08,STN007,35.778026603155034,-97.29261630077912,0.0,0.035582065423346486,0,0
2010-01-08,STN008,34.05486810905056,-94.2724984834806,0.0,0.12550400842734377,0,1
2010-01-08,STN009,31.98364250944881,-98.77615538456827,0.0,0.03511161320965106,0,0
2010-01-08,STN010,45.86736571643675,-71.9267681561182,0.0,0.011276600301165427,0,0
2010-01-09,STN001,49.41274376439993,-113.03762482019269,0.0,0.025605160017858376,0,0
2010-01-09,STN002,43.618489980893436,-108.5013580075425,0.0,0.07527267034173157,0,0
2010-01-09,STN003,44.250905574974226,-79.69114614959705,0.6035280330704565,0.7393305168723416,1,1
2010-01-09,STN004,43.6915730498995,-84.5146031946246,0.0,0.05504522264293139,0,0
2010-01-09,STN005,34.618544684408,-95.68631596963328,0.0,0.3381932244625069,0,1
2010-01-09,STN006,40.9867876240864,-103.41028731879676,0.0,0.016462535918648127,0,0
2010-01-09,STN007,35.778026603155034,-97.29261630077912,0.0,0.1327071512907225,0,1
2010-01-09,STN008,34.05486810905056,-94.2724984834806,0.0,0.18551727478228902,0,1
2010-01-09,STN009,31.98364250944881,-98.77615538456827,0.0,0.22039763959686198,0,1
2010-01-09,STN010,45.86736571643675,-71.9267681561182,0.0,0.028759576753999545,0,0
2010-01-10,STN001,49.41274376439993,-113.03762482019269,1.5539373697177439,1.489060916859025,1,1
2010-01-10,STN002,43.618489980893436,-108.5013580075425,1.7405069456272904,1.9157020708539272,1,1
2010-01-10,STN003,44.250905574974226,-79.69114614959705,0.0,0.020623552837274278,0,0
2010-01-10,STN004,43.6915730498995,-84.5146031946246,0.0,0.023266907541343224,0,0
2010-01-10,STN005,34.618544684408,-95.68631596963328,0.0,0.24304867735677466,0,1
2010-01-10,STN006,40.9867876240864,-103.41028731879676,0.0,0.18955171900250078,0,1
2010-01-10,STN007,35.778026603155034,-97.29261630077912,0.0,0.07870930284061395,0,0
2010-01-10,STN008,34.05486810905056,-94.2724984834806,1.2554056705198886,1.5387171581945094,1,1
2010-01-10,STN009,31.98364250944881,-98.77615538456827,10.81418405805282,12.483280933253068,1,1
2010-01-10,STN010,45.86736571643675,-71.9267681561182,0.6051903588433223,0.6923342448842923,1,1
2010-01-11,STN001,49.41274376439993,-113.03762482019269,0.0870898397172407,0.08449541642951629,0,0
2010-01-11,STN002,43.618489980893436,-108.5013580075425,0.0,0.005770288752058093,0,0
2010-01-11,STN003,44.250905574974226,-79.69114614959705,0.0,0.17570358465463215,0,1
2010-01-11,STN004,43.6915730498995,-84.5146031946246,0.0,0.016295263231124554,0,0
2010-01-11,STN005,34.618544684408,-95.68631596963328,0.0,0.1688830987599284,0,1
2010-01-11,STN006,40.9867876240864,-103.41028731879676,0.0,0.030645317493365604,0,0
2010-01-11,STN007,35.778026603155034,-97.29261630077912,0.0,0.06249652302513721,0,0
2010-01-11,STN008,34.05486810905056,-94.2724984834806,0.0,0.033392822675343374,0,0
2010-01-11,STN009,31.98364250944881,-98.77615538456827,0.0,0.09881045226037594,0,0
2010-01-11,STN010,45.86736571643675,-71.9267681561182,1.1713269502824533,1.0763048448562553,1,1
2010-01-12,STN001,49.41274376439993,-113.03762482019269,0.0,0.012024168425768896,0,0
2010-01-12,STN002,43.618489980893436,-108.5013580075425,0.0,0.20759173446577847,0,1
2010-01-12,STN003,44.250905574974226,-79.69114614959705,2.963013148312828,2.9390321202718916,1,1
2010-01-12,STN004,43.6915730498995,-84.5146031946246,0.0,0.17834031016404062,0,1
2010-01-12,STN005,34.618544684408,-95.68631596963328,0.0035025560251827764,0.1804085821920431,0,1
2010-01-12,STN006,40.9867876240864,-103.41028731879676,1.7073113511997116,1.8839832288513159,1,1
2010-01-12,STN007,35.778026603155034,-97.29261630077912,0.0,0.01207611090018104,0,0
2010-01-12,STN008,34.05486810905056,-94.2724984834806,0.0,0.43757517289481157,0,1
2010-01-12,STN009,31.98364250944881,-98.77615538456827,0.0,0.052645786870263014,0,0
2010-01-12,STN010,45.86736571643675,-71.9267681561182,0.0,0.2281937093301794,0,1
